InvoiceNo,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Year,Month
579558,14755.0,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,35.400000000000006,2011,11
560398,12731.0,France,22714,CARD BIRTHDAY COWBOY,12,0.42,5.04,2011,7
578995,15861.0,United Kingdom,85202,HANGING WOOD AND FELT HEART,5,0.42,2.1,2011,11
545226,12428.0,Finland,21441,BLUE BIRDHOUSE DECORATION,12,0.85,10.2,2011,3
552508,,United Kingdom,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,2.46,2.46,2011,5
578353,14825.0,United Kingdom,23344,JUMBO BAG 50'S CHRISTMAS ,20,2.08,41.6,2011,11
578297,17017.0,United Kingdom,23188,VINTAGE  2 METRE FOLDING RULER,24,1.65,39.599999999999994,2011,11
570103,15719.0,United Kingdom,20973,12 PENCIL SMALL TUBE WOODLAND,2,0.65,1.3,2011,10
567878,16910.0,United Kingdom,22098,BOUDOIR SQUARE TISSUE BOX,4,0.39,1.56,2011,9
557891,17652.0,United Kingdom,23306,SET OF 36 DOILIES PANTRY DESIGN,12,1.45,17.4,2011,6
571283,16533.0,United Kingdom,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2.95,5.9,2011,10
570184,14029.0,United Kingdom,21464,DISCO BALL ROTATOR BATTERY OPERATED,6,4.25,25.5,2011,10
560433,,United Kingdom,21084,SET/6 COLLAGE PAPER CUPS,6,0.83,4.9799999999999995,2011,7
574532,15676.0,United Kingdom,22279,POCKET BAG BLUE PAISLEY RED SPOT,12,1.25,15.0,2011,11
561529,13013.0,United Kingdom,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2.95,17.700000000000003,2011,7
577063,17183.0,United Kingdom,22633,HAND WARMER UNION JACK,24,2.1,50.400000000000006,2011,11
551056,16442.0,United Kingdom,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2.08,2.08,2011,4
543170,17334.0,United Kingdom,22493,PAINT YOUR OWN CANVAS SET,24,1.65,39.599999999999994,2011,2
555815,13089.0,United Kingdom,21874,GIN AND TONIC MUG,12,1.25,15.0,2011,6
536415,12838.0,United Kingdom,22899,CHILDREN'S APRON DOLLY GIRL ,2,2.1,4.2,2010,12
552560,17581.0,United Kingdom,22084,PAPER CHAIN KIT EMPIRE,6,2.95,17.700000000000003,2011,5
550214,,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,1,4.96,4.96,2011,4
537642,,United Kingdom,21258,VICTORIAN SEWING BOX LARGE,2,25.49,50.98,2010,12
547645,12676.0,Sweden,POST,POSTAGE,1,40.0,40.0,2011,3
556085,,United Kingdom,21078,SET/20 STRAWBERRY PAPER NAPKINS ,3,2.46,7.38,2011,6
565420,16326.0,United Kingdom,20685,DOORMAT RED RETROSPOT,4,8.25,33.0,2011,9
557644,,United Kingdom,22321,BIRD DECORATION RED RETROSPOT,1,1.63,1.63,2011,6
569555,17728.0,United Kingdom,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,4.15,24.900000000000002,2011,10
576055,15449.0,United Kingdom,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,19.799999999999997,2011,11
541264,17064.0,United Kingdom,22272,FELTCRAFT DOLL MARIA,1,2.95,2.95,2011,1
538839,14606.0,United Kingdom,21934,SKULL SHOULDER BAG,2,1.65,3.3,2010,12
578469,12471.0,Germany,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,4.15,16.6,2011,11
554938,12876.0,Belgium,84992,72 SWEETHEART FAIRY CAKE CASES,24,0.55,13.200000000000001,2011,5
544035,13893.0,United Kingdom,22358,KINGS CHOICE TEA CADDY ,6,2.95,17.700000000000003,2011,2
537666,,United Kingdom,22811,SET OF 6 T-LIGHTS CACTI ,1,5.91,5.91,2010,12
566520,17757.0,United Kingdom,22676,FRENCH BLUE METAL DOOR SIGN 1,3,1.25,3.75,2011,9
579187,,United Kingdom,22571,ROCKING HORSE RED CHRISTMAS ,4,1.63,6.52,2011,11
561474,14680.0,United Kingdom,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2.55,15.299999999999999,2011,7
539395,12471.0,Germany,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1.65,19.799999999999997,2010,12
573585,,United Kingdom,23284,DOORMAT KEEP CALM AND COME IN,8,15.79,126.32,2011,10
566922,16156.0,United Kingdom,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,4.95,29.700000000000003,2011,9
567665,,United Kingdom,22505,MEMO BOARD COTTAGE DESIGN,1,10.79,10.79,2011,9
550331,15555.0,United Kingdom,47559B,TEA TIME OVEN GLOVE,2,1.25,2.5,2011,4
541869,,United Kingdom,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,1.8,10.8,2011,1
568193,17107.0,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2.95,2.95,2011,9
572333,13704.0,United Kingdom,23319,BOX OF 6 MINI 50'S CRACKERS,6,2.49,14.940000000000001,2011,10
580399,13471.0,United Kingdom,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,0.83,6.64,2011,12
562046,12378.0,Switzerland,47559B,TEA TIME OVEN GLOVE,10,1.25,12.5,2011,8
560854,13098.0,United Kingdom,22384,LUNCH BAG PINK POLKADOT,10,1.65,16.5,2011,7
575367,15114.0,United Kingdom,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,0.29,13.919999999999998,2011,11
551158,16823.0,United Kingdom,21973,SET OF 36 MUSHROOM PAPER DOILIES,3,1.45,4.35,2011,4
552654,15756.0,United Kingdom,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1,0.83,0.83,2011,5
577768,,United Kingdom,23201,JUMBO BAG ALPHABET,1,4.13,4.13,2011,11
548011,14646.0,Netherlands,22382,LUNCH BAG SPACEBOY DESIGN ,200,1.45,290.0,2011,3
567304,14704.0,United Kingdom,23406,HOME SWEET HOME KEY HOLDER,1,6.25,6.25,2011,9
552007,13269.0,United Kingdom,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,1.25,15.0,2011,5
542388,14239.0,United Kingdom,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,1.95,19.5,2011,1
574720,14547.0,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,1,12.75,12.75,2011,11
576927,12567.0,France,23388,WOODLAND MINI BACKPACK,4,4.15,16.6,2011,11
553658,16818.0,United Kingdom,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,1.65,19.799999999999997,2011,5
574530,16887.0,United Kingdom,72802C,VANILLA SCENT CANDLE JEWELLED BOX,2,4.25,8.5,2011,11
541111,15687.0,United Kingdom,22988,SOLDIERS EGG CUP ,12,1.25,15.0,2011,1
569331,16875.0,United Kingdom,23203,JUMBO BAG DOILEY PATTERNS,10,2.08,20.8,2011,10
560926,,United Kingdom,15058B,PINK POLKADOT GARDEN PARASOL,1,10.79,10.79,2011,7
574534,15061.0,United Kingdom,23296,SET OF 6 TEA TIME BAKING CASES,48,1.04,49.92,2011,11
543115,14606.0,United Kingdom,21910,WAY OUT METAL SIGN ,6,1.65,9.899999999999999,2011,2
563444,16033.0,United Kingdom,23065,LARGE DECO JEWELLERY STAND,2,12.5,25.0,2011,8
569246,14096.0,United Kingdom,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,13,0.83,10.79,2011,10
560225,,United Kingdom,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2.46,2.46,2011,7
539391,12417.0,Belgium,22845,VINTAGE CREAM CAT FOOD CONTAINER,4,6.35,25.4,2010,12
549850,16168.0,United Kingdom,22456,NATURAL SLATE CHALKBOARD LARGE ,9,4.95,44.550000000000004,2011,4
536592,,United Kingdom,22694,WICKER STAR ,1,4.21,4.21,2010,12
554163,14573.0,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2.55,10.2,2011,5
542107,16222.0,United Kingdom,22727,ALARM CLOCK BAKELIKE RED ,1,3.75,3.75,2011,1
538660,15808.0,United Kingdom,85099F,JUMBO BAG STRAWBERRY,30,1.95,58.5,2010,12
567700,16379.0,United Kingdom,22534,MAGIC DRAWING SLATE SPACEBOY ,24,0.42,10.08,2011,9
558874,,United Kingdom,22741,FUNKY DIVA PEN,1,0.85,0.85,2011,7
580730,,United Kingdom,22541,MINI JIGSAW LEAP FROG,1,0.83,0.83,2011,12
554642,14646.0,Netherlands,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,960,1.45,1392.0,2011,5
578270,14096.0,United Kingdom,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,4.13,12.39,2011,11
547029,15465.0,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,32,10.95,350.4,2011,3
541139,15213.0,United Kingdom,22377,BOTTLE BAG RETROSPOT ,5,2.1,10.5,2011,1
580158,12558.0,USA,22027,TEA PARTY BIRTHDAY CARD,12,0.42,5.04,2011,12
543660,,United Kingdom,22819,"BIRTHDAY CARD, RETRO SPOT",3,0.83,2.4899999999999998,2011,2
536408,14307.0,United Kingdom,22714,CARD BIRTHDAY COWBOY,12,0.42,5.04,2010,12
567165,17841.0,United Kingdom,22219,LOVEBIRD HANGING DECORATION WHITE ,2,0.85,1.7,2011,9
542789,17511.0,United Kingdom,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,5.45,65.4,2011,2
559039,,United Kingdom,23084,RABBIT NIGHT LIGHT,1,4.13,4.13,2011,7
542613,17431.0,United Kingdom,85203,HANGING WOOD AND FELT BUTTERFLY ,1,0.42,0.42,2011,1
558057,15665.0,United Kingdom,21931,JUMBO STORAGE BAG SUKI,3,2.08,6.24,2011,6
550755,17548.0,United Kingdom,22079,RIBBON REEL HEARTS DESIGN ,10,1.65,16.5,2011,4
548629,16333.0,United Kingdom,21749,LARGE RED RETROSPOT WINDMILL,192,1.85,355.20000000000005,2011,4
547547,,United Kingdom,22815,CARD PSYCHEDELIC APPLES,1,0.83,0.83,2011,3
571106,14976.0,United Kingdom,23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,2,8.25,16.5,2011,10
553035,17337.0,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2,0.95,1.9,2011,5
578270,14096.0,United Kingdom,22138,BAKING SET 9 PIECE RETROSPOT ,6,10.79,64.74,2011,11
556541,13552.0,United Kingdom,20685,DOORMAT RED RETROSPOT,2,7.95,15.9,2011,6
565407,16983.0,United Kingdom,22551,PLASTERS IN TIN SPACEBOY,5,1.65,8.25,2011,9
575989,14698.0,United Kingdom,21900,"KEY FOB , SHED",3,0.65,1.9500000000000002,2011,11
561513,,United Kingdom,23201,JUMBO BAG ALPHABET,1,4.13,4.13,2011,7
538037,17430.0,United Kingdom,22502,PICNIC BASKET WICKER SMALL,4,5.95,23.8,2010,12
566094,17965.0,United Kingdom,23396,LA JARDIN BOTANIQUE CUSHION COVER,2,3.75,7.5,2011,9
552677,,United Kingdom,72801d,4 SKY BLUE DINNER CANDLES,1,2.46,2.46,2011,5
572192,18118.0,United Kingdom,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,3,1.25,3.75,2011,10
580419,16283.0,United Kingdom,22991,GIRAFFE WOODEN RULER,8,1.95,15.6,2011,12
543358,,United Kingdom,70006,LOVE HEART POCKET WARMER,1,3.29,3.29,2011,2
566589,14753.0,United Kingdom,23201,JUMBO BAG ALPHABET,10,2.08,20.8,2011,9
541870,,United Kingdom,20676,RED RETROSPOT BOWL,5,2.46,12.3,2011,1
543737,12477.0,Germany,21411,GINGHAM HEART  DOORSTOP RED,3,4.25,12.75,2011,2
554979,16931.0,United Kingdom,21294,ETCHED GLASS COASTER,12,0.39,4.68,2011,5
547201,13113.0,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,16,10.95,175.2,2011,3
572295,16686.0,United Kingdom,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,4.25,4.25,2011,10
569574,15127.0,United Kingdom,22738,RIBBON REEL SNOWY VILLAGE,10,1.65,16.5,2011,10
550631,15225.0,United Kingdom,21770,OPEN CLOSED METAL SIGN,2,4.95,9.9,2011,4
568950,12458.0,Switzerland,20728,LUNCH BAG CARS BLUE,20,1.65,33.0,2011,9
541695,,United Kingdom,21030,SPACE CADET RED,1,0.83,0.83,2011,1
558809,,United Kingdom,21042,RED RETROSPOT APRON ,1,12.46,12.46,2011,7
569662,15244.0,United Kingdom,22736,RIBBON REEL MAKING SNOWMEN ,10,1.65,16.5,2011,10
579091,14893.0,United Kingdom,21705,BAG 500g SWIRLY MARBLES,12,1.65,19.799999999999997,2011,11
566200,16910.0,United Kingdom,82580,BATHROOM METAL SIGN,1,0.55,0.55,2011,9
558731,13285.0,United Kingdom,21790,VINTAGE SNAP CARDS,12,0.85,10.2,2011,7
567656,14096.0,United Kingdom,22312,OFFICE MUG WARMER POLKADOT,1,5.79,5.79,2011,9
567667,,United Kingdom,22692,DOORMAT WELCOME TO OUR HOME,1,15.79,15.79,2011,9
572755,13601.0,United Kingdom,23114,VINTAGE LEAF CHOPPING BOARD  ,2,4.95,9.9,2011,10
576617,,United Kingdom,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2.46,4.92,2011,11
556063,14587.0,United Kingdom,35961,FOLKART ZINC HEART CHRISTMAS DEC,3,0.85,2.55,2011,6
579536,12957.0,United Kingdom,23497,CLASSIC CHROME BICYCLE BELL ,12,1.45,17.4,2011,11
578347,,United Kingdom,21479,WHITE SKULL HOT WATER BOTTLE ,1,8.29,8.29,2011,11
545996,14367.0,United Kingdom,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,2,2.55,5.1,2011,3
544159,14944.0,United Kingdom,21136,PAINTED METAL PEARS ASSORTED,16,1.69,27.04,2011,2
571219,15601.0,United Kingdom,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,1.65,16.5,2011,10
578251,15993.0,United Kingdom,21615,4 LAVENDER BOTANICAL DINNER CANDLES,2,1.25,2.5,2011,11
578547,12720.0,Germany,21906,PHARMACIE FIRST AID TIN,2,6.75,13.5,2011,11
553720,13417.0,United Kingdom,48194,DOORMAT HEARTS,4,7.95,31.8,2011,5
539245,,United Kingdom,22966,GINGERBREAD MAN COOKIE CUTTER,2,1.25,2.5,2010,12
557067,13098.0,United Kingdom,23231,WRAP DOILEY DESIGN,25,0.42,10.5,2011,6
576840,,United Kingdom,23486,ANTIQUE HEART SHELF UNIT,1,33.29,33.29,2011,11
562955,,United Kingdom,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,5.79,5.79,2011,8
577108,15983.0,United Kingdom,20767,BLUE PAISLEY JOURNAL ,1,2.55,2.55,2011,11
564846,14507.0,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,2011,8
550130,14390.0,United Kingdom,20724,RED RETROSPOT CHARLOTTE BAG,2,0.85,1.7,2011,4
566270,16523.0,United Kingdom,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,6,3.25,19.5,2011,9
579168,17806.0,United Kingdom,22419,LIPSTICK PEN RED,20,0.42,8.4,2011,11
542641,17314.0,United Kingdom,20749,ASSORTED COLOUR MINI CASES,12,6.35,76.19999999999999,2011,1
564818,,United Kingdom,22865,HAND WARMER OWL DESIGN,1,4.13,4.13,2011,8
569037,13263.0,United Kingdom,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,48,0.29,13.919999999999998,2011,9
554121,17690.0,United Kingdom,85066,CREAM SWEETHEART MINI CHEST,2,12.75,25.5,2011,5
574945,15434.0,United Kingdom,21479,WHITE SKULL HOT WATER BOTTLE ,4,4.25,17.0,2011,11
561371,,United Kingdom,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,15.79,15.79,2011,7
577090,13828.0,United Kingdom,20981,12 PENCILS TALL TUBE WOODLAND,12,0.85,10.2,2011,11
566776,14911.0,EIRE,C2,CARRIAGE,1,50.0,50.0,2011,9
547063,14769.0,United Kingdom,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,6,0.85,5.1,2011,3
546911,17725.0,United Kingdom,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,4.25,25.5,2011,3
552039,13081.0,United Kingdom,22522,CHILDS GARDEN FORK BLUE ,12,0.85,10.2,2011,5
538524,,United Kingdom,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,10.17,10.17,2010,12
538353,13798.0,United Kingdom,21166,COOK WITH WINE METAL SIGN ,96,1.69,162.24,2010,12
546015,14336.0,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2.95,35.400000000000006,2011,3
580441,13808.0,United Kingdom,79051A,SMOKEY GREY COLOUR GLASS,24,0.29,6.959999999999999,2011,12
564150,14936.0,Channel Islands,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,0.85,10.2,2011,8
569565,16722.0,United Kingdom,16161P,WRAP ENGLISH ROSE ,25,0.42,10.5,2011,10
554097,12567.0,France,22516,CHILDS GARDEN RAKE BLUE,6,2.1,12.600000000000001,2011,5
565419,13808.0,United Kingdom,23407,SET OF 2 TRAYS HOME SWEET HOME,2,9.95,19.9,2011,9
550210,,United Kingdom,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1,4.96,4.96,2011,4
553393,,United Kingdom,22791,T-LIGHT GLASS FLUTED ANTIQUE,3,2.46,7.38,2011,5
580819,15318.0,United Kingdom,21705,BAG 500g SWIRLY MARBLES,24,0.39,9.36,2011,12
547918,15249.0,United Kingdom,21090,SET/6 COLLAGE PAPER PLATES,12,0.85,10.2,2011,3
557442,14808.0,United Kingdom,22532,MAGIC DRAWING SLATE LEAP FROG ,4,0.42,1.68,2011,6
574950,,United Kingdom,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2,2.46,4.92,2011,11
569372,,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,5.79,5.79,2011,10
580118,16011.0,United Kingdom,79321,CHILLI LIGHTS,8,5.75,46.0,2011,12
580729,,United Kingdom,21889,WOODEN BOX OF DOMINOES,2,2.46,4.92,2011,12
576836,16191.0,United Kingdom,22248,DECORATION  PINK CHICK MAGIC GARDEN,16,0.85,13.6,2011,11
569472,14515.0,United Kingdom,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,1.25,7.5,2011,10
547042,,United Kingdom,22980,PANTRY SCRUBBING BRUSH,1,3.29,3.29,2011,3
564090,17041.0,United Kingdom,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.200000000000001,2011,8
553718,,United Kingdom,85202,HANGING WOOD AND FELT HEART,1,0.79,0.79,2011,5
572552,14096.0,United Kingdom,23058,CHRISTMAS HANGING SNOWFLAKE,2,4.96,9.92,2011,10
548317,18179.0,United Kingdom,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,0.83,9.959999999999999,2011,3
570488,14096.0,United Kingdom,22948,METAL DECORATION NAUGHTY CHILDREN ,4,1.66,6.64,2011,10
581219,,United Kingdom,22672,FRENCH BATHROOM SIGN BLUE METAL,1,3.29,3.29,2011,12
537640,,United Kingdom,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,44,5.91,260.04,2010,12
564216,12642.0,Germany,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,1.45,17.4,2011,8
561247,16592.0,United Kingdom,85049E,SCANDINAVIAN REDS RIBBONS,12,1.25,15.0,2011,7
577768,,United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,2,10.79,21.58,2011,11
559055,,United Kingdom,35004B,SET OF 3 BLACK FLYING DUCKS,2,5.79,11.58,2011,7
547252,13900.0,United Kingdom,22478,BIRDHOUSE GARDEN MARKER ,10,1.25,12.5,2011,3
576836,16191.0,United Kingdom,22728,ALARM CLOCK BAKELIKE PINK,6,3.75,22.5,2011,11
566345,17685.0,United Kingdom,20728,LUNCH BAG CARS BLUE,10,1.65,16.5,2011,9
567662,17758.0,United Kingdom,21576,LETS GO SHOPPING COTTON TOTE BAG,3,2.25,6.75,2011,9
563656,15615.0,United Kingdom,23229,VINTAGE DONKEY TAIL GAME ,6,3.75,22.5,2011,8
550636,,United Kingdom,22269,EGG CUP NATURAL CHICKEN,3,2.46,7.38,2011,4
570129,12885.0,United Kingdom,22301,COFFEE MUG CAT + BIRD DESIGN,6,2.55,15.299999999999999,2011,10
573876,16360.0,United Kingdom,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,4.25,4.25,2011,11
570167,15615.0,United Kingdom,22841,ROUND CAKE TIN VINTAGE GREEN,2,7.95,15.9,2011,10
549687,12363.0,Unspecified,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,1.45,17.4,2011,4
540839,16791.0,United Kingdom,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,0.29,3.4799999999999995,2011,1
556890,17581.0,United Kingdom,23209,LUNCH BAG DOILEY PATTERN ,10,1.65,16.5,2011,6
580659,17811.0,United Kingdom,23691,WRAP KEEP CALM BIRTHDAY,25,0.42,10.5,2011,12
578344,,United Kingdom,23526,WALL ART DOG LICENCE ,5,12.46,62.300000000000004,2011,11
541423,,United Kingdom,85169D,PINK LOVE BIRD CANDLE,5,0.83,4.1499999999999995,2011,1
576617,,United Kingdom,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,11,2.46,27.06,2011,11
541552,15039.0,United Kingdom,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480,0.42,201.6,2011,1
565201,14907.0,United Kingdom,22966,GINGERBREAD MAN COOKIE CUTTER,12,1.25,15.0,2011,9
556204,17169.0,United Kingdom,22625,RED KITCHEN SCALES,2,8.5,17.0,2011,6
568588,14109.0,United Kingdom,22356,CHARLOTTE BAG PINK POLKADOT,10,0.85,8.5,2011,9
545706,12712.0,Germany,22914,BLUE COAT RACK PARIS FASHION,6,4.95,29.700000000000003,2011,3
541424,,United Kingdom,22325,MOBILE VINTAGE HEARTS ,1,3.29,3.29,2011,1
536876,,United Kingdom,22818,CARD CHRISTMAS VILLAGE,1,0.85,0.85,2010,12
537823,,United Kingdom,21407,BROWN CHECK CAT DOORSTOP ,2,8.47,16.94,2010,12
568198,16771.0,United Kingdom,22532,MAGIC DRAWING SLATE LEAP FROG ,2,0.42,0.84,2011,9
545081,16057.0,United Kingdom,22384,LUNCH BAG PINK POLKADOT,10,1.65,16.5,2011,2
536861,12427.0,Germany,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2.1,12.600000000000001,2010,12
556495,18069.0,United Kingdom,23061,VINTAGE EMBOSSED HEART,2,1.25,2.5,2011,6
552508,,United Kingdom,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,15.79,15.79,2011,5
574321,16016.0,United Kingdom,23103,JINGLE BELL HEART DECORATION,1,1.65,1.65,2011,11
546520,14911.0,EIRE,22077,6 RIBBONS RUSTIC CHARM,12,1.65,19.799999999999997,2011,3
537262,15039.0,United Kingdom,22834,HAND WARMER BABUSHKA DESIGN,2,2.1,4.2,2010,12
563371,14006.0,United Kingdom,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1.65,19.799999999999997,2011,8
540157,15311.0,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,1.25,1.25,2011,1
553129,17765.0,United Kingdom,22748,POPPY'S PLAYHOUSE KITCHEN,2,2.1,4.2,2011,5
551186,17857.0,United Kingdom,22536,MAGIC DRAWING SLATE PURDEY,60,0.42,25.2,2011,4
539333,13627.0,United Kingdom,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,4.95,14.850000000000001,2010,12
570236,,United Kingdom,22678,FRENCH BLUE METAL DOOR SIGN 3,1,1.25,1.25,2011,10
580730,,United Kingdom,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2,0.83,1.66,2011,12
581238,,United Kingdom,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,2.46,2.46,2011,12
547106,15039.0,United Kingdom,22692,DOORMAT WELCOME TO OUR HOME,1,7.95,7.95,2011,3
560433,,United Kingdom,85066,CREAM SWEETHEART MINI CHEST,1,24.96,24.96,2011,7
580096,13408.0,United Kingdom,22082,RIBBON REEL STRIPES DESIGN ,20,1.65,33.0,2011,12
551351,14298.0,United Kingdom,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,24,1.06,25.44,2011,4
561382,16750.0,United Kingdom,20802,SMALL GLASS SUNDAE DISH CLEAR,6,1.65,9.899999999999999,2011,7
536569,16274.0,United Kingdom,M,Manual,1,18.95,18.95,2010,12
579508,,United Kingdom,22153,ANGEL DECORATION STARS ON DRESS,7,0.83,5.81,2011,11
565383,14096.0,United Kingdom,22812,PACK 3 BOXES CHRISTMAS PANNETONE,1,4.13,4.13,2011,9
547810,,United Kingdom,21937,STRAWBERRY   PICNIC BAG,1,2.95,2.95,2011,3
553487,13246.0,United Kingdom,22469,HEART OF WICKER SMALL,120,1.45,174.0,2011,5
555653,17673.0,United Kingdom,22561,WOODEN SCHOOL COLOURING SET,3,1.65,4.949999999999999,2011,6
568135,,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,4.96,4.96,2011,9
565456,16629.0,United Kingdom,22978,PANTRY ROLLING PIN,1,3.75,3.75,2011,9
569718,15837.0,United Kingdom,23211,RED ROCKING HORSE HAND PAINTED,24,1.25,30.0,2011,10
537638,,United Kingdom,85129C,BEADED CRYSTAL HEART BLUE SMALL,1,2.51,2.51,2010,12
571505,17244.0,United Kingdom,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,0.42,5.04,2011,10
574561,,United Kingdom,51014A,"FEATHER PEN,HOT PINK",3,0.83,2.4899999999999998,2011,11
549425,14030.0,United Kingdom,23010,CIRCUS PARADE BABY GIFT SET,1,16.95,16.95,2011,4
559552,16014.0,United Kingdom,22068,BLACK PIRATE TREASURE CHEST,2,1.65,3.3,2011,7
568706,14911.0,EIRE,22766,PHOTO FRAME CORNICE,8,2.95,23.6,2011,9
541811,,United Kingdom,22118,JOY WOODEN BLOCK LETTERS,1,11.63,11.63,2011,1
536874,16891.0,United Kingdom,21206,STRAWBERRY HONEYCOMB  GARLAND ,1,1.65,1.65,2010,12
543519,17083.0,United Kingdom,21086,SET/6 RED SPOTTY PAPER CUPS,12,0.65,7.800000000000001,2011,2
569212,15164.0,United Kingdom,23329,DECORATIVE WICKER HEART LARGE,3,1.65,4.949999999999999,2011,10
542717,17580.0,United Kingdom,22217,T-LIGHT HOLDER HANGING LACE,2,1.25,2.5,2011,1
553767,,United Kingdom,15056n,EDWARDIAN PARASOL NATURAL,2,12.46,24.92,2011,5
550526,14309.0,United Kingdom,22748,POPPY'S PLAYHOUSE KITCHEN,6,2.1,12.600000000000001,2011,4
573367,16145.0,United Kingdom,22865,HAND WARMER OWL DESIGN,12,2.1,25.200000000000003,2011,10
545897,,United Kingdom,85099F,JUMBO BAG STRAWBERRY,1,4.13,4.13,2011,3
572291,16931.0,United Kingdom,22625,RED KITCHEN SCALES,1,8.5,8.5,2011,10
581416,14569.0,United Kingdom,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,2.1,6.300000000000001,2011,12
581439,,United Kingdom,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,1.63,1.63,2011,12
543006,17975.0,United Kingdom,21864,UNION JACK FLAG PASSPORT COVER ,1,2.1,2.1,2011,2
550328,17582.0,United Kingdom,22055,MINI CAKE STAND  HANGING STRAWBERY,1,1.65,1.65,2011,4
573153,12678.0,France,22728,ALARM CLOCK BAKELIKE PINK,48,3.75,180.0,2011,10
551340,,United Kingdom,20716,PARTY FOOD SHOPPER BAG,1,0.83,0.83,2011,4
570964,12766.0,Portugal,22623,BOX OF VINTAGE JIGSAW BLOCKS ,9,5.95,53.550000000000004,2011,10
